built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2004,아트리움,35000,0,20240712,24.07~26.07,92.57,서울특별시 성동구 마장동,1120010500,3,성동구
2004,대성유니드,71250,0,20240713,24.10~26.10,114.52,서울특별시 성동구 마장동,1120010500,7,성동구
1996,삼성,10000,140,20240715,24.09~26.09,59.76,서울특별시 성동구 마장동,1120010500,16,성동구
1996,삼성,60000,0,20240716,24.09~26.09,84.93,서울특별시 성동구 마장동,1120010500,6,성동구
2006,마장에스에이치빌,2010,26,20240716,,39.84,서울특별시 성동구 마장동,1120010500,8,성동구
1989,중앙하이츠,37000,0,20240706,24.10~26.10,71.85,서울특별시 성동구 사근동,1120010600,12,성동구
2020,지웰홈스왕십리,1000,126,20240701,24.07~25.07,21.81,서울특별시 성동구 행당동,1120010700,5,성동구
2009,행당두산위브,30000,130,20240701,24.08~26.08,59.99,서울특별시 성동구 행당동,1120010700,9,성동구
2018,서울숲리버뷰자이,95000,0,20240702,24.09~26.09,84.95,서울특별시 성동구 행당동,1120010700,24,성동구
2018,서울숲리버뷰자이,190000,0,20240702,24.09~26.09,130.69,서울특별시 성동구 행당동,1120010700,39,성동구
2018,서울숲리버뷰자이,190000,0,20240702,24.09~26.09,130.69,서울특별시 성동구 행당동,1120010700,39,성동구
2011,서울숲행당푸르지오,30000,160,20240702,24.08~26.08,84.74,서울특별시 성동구 행당동,1120010700,12,성동구
2018,서울숲리버뷰자이,105000,0,20240702,24.08~26.08,84.98,서울특별시 성동구 행당동,1120010700,15,성동구
2000,대림e-편한세상,70000,0,20240702,24.10~26.10,84.87,서울특별시 성동구 행당동,1120010700,7,성동구
2018,서울숲리버뷰자이,190000,0,20240702,24.09~26.09,130.69,서울특별시 성동구 행당동,1120010700,39,성동구
2018,서울숲리버뷰자이,93700,0,20240703,24.10~26.10,84.9,서울특별시 성동구 행당동,1120010700,6,성동구
2000,대림e-편한세상,41800,0,20240704,24.08~26.10,59.96,서울특별시 성동구 행당동,1120010700,1,성동구
1995,신동아,55000,0,20240705,24.09~26.09,76.71,서울특별시 성동구 행당동,1120010700,14,성동구
2018,서울숲리버뷰자이,25000,280,20240705,24.08~26.08,84.95,서울특별시 성동구 행당동,1120010700,19,성동구
2000,행당한진타운,85000,0,20240705,24.08~26.08,114.62,서울특별시 성동구 행당동,1120010700,6,성동구
2000,행당한진타운,70000,0,20240706,24.08~26.08,84.71,서울특별시 성동구 행당동,1120010700,5,성동구
1998,서울숲삼부아파트,75000,0,20240706,24.09~26.09,84.09,서울특별시 성동구 행당동,1120010700,8,성동구
2018,서울숲리버뷰자이,20000,600,20240706,24.07~26.07,128.52,서울특별시 성동구 행당동,1120010700,19,성동구
2009,행당두산위브,57000,60,20240710,24.09~26.09,59.99,서울특별시 성동구 행당동,1120010700,5,성동구
2000,행당한진타운,47350,0,20240710,,59.96,서울특별시 성동구 행당동,1120010700,6,성동구
2018,서울숲리버뷰자이,143000,0,20240711,24.07~26.07,108.82,서울특별시 성동구 행당동,1120010700,17,성동구
2018,서울숲리버뷰자이,88200,0,20240712,24.07~26.07,84.96,서울특별시 성동구 행당동,1120010700,22,성동구
2018,서울숲리버뷰자이,104000,0,20240712,24.10~26.10,84.96,서울특별시 성동구 행당동,1120010700,10,성동구
2000,행당한진타운,59000,0,20240713,24.09~26.09,59.96,서울특별시 성동구 행당동,1120010700,22,성동구
2009,행당두산위브,64000,0,20240713,24.08~26.08,59.99,서울특별시 성동구 행당동,1120010700,9,성동구
2009,행당두산위브,66000,0,20240713,24.09~26.09,59.99,서울특별시 성동구 행당동,1120010700,8,성동구
2000,대림e-편한세상(임대),3229,2,20240715,24.07~26.07,32.76,서울특별시 성동구 행당동,1120010700,2,성동구
2000,행당한진타운,74400,0,20240716,24.07~26.07,114.62,서울특별시 성동구 행당동,1120010700,11,성동구
1986,대림(1차),42800,0,20240702,24.07~26.07,75.51,서울특별시 성동구 응봉동,1120010800,8,성동구
1986,대림(1차),5000,200,20240703,24.09~26.09,75.51,서울특별시 성동구 응봉동,1120010800,2,성동구
2001,대림강변타운,57000,0,20240704,24.07~25.02,59.76,서울특별시 성동구 응봉동,1120010800,4,성동구
2001,대림강변타운,17000,130,20240704,24.08~26.08,59.76,서울특별시 성동구 응봉동,1120010800,11,성동구
2001,대림강변타운,73000,0,20240704,24.09~26.09,84.42,서울특별시 성동구 응봉동,1120010800,4,성동구
2003,서울숲리버그린동아아파트,17000,0,20240704,24.07~26.07,84.65,서울특별시 성동구 응봉동,1120010800,7,성동구
1989,대림(2차),16000,55,20240705,24.08~25.08,59.91,서울특별시 성동구 응봉동,1120010800,9,성동구
1996,신동아,40025,0,20240707,24.07~26.07,76.76,서울특별시 성동구 응봉동,1120010800,4,성동구
1986,대림(1차),41895,0,20240710,24.07~26.07,75.51,서울특별시 성동구 응봉동,1120010800,2,성동구
2001,대림강변타운,65000,20,20240711,24.09~26.09,84.42,서울특별시 성동구 응봉동,1120010800,1,성동구
1990,금호현대,50000,0,20240712,24.09~26.09,79.8,서울특별시 성동구 응봉동,1120010800,5,성동구
2001,대림강변타운,55000,0,20240712,24.09~26.09,59.76,서울특별시 성동구 응봉동,1120010800,2,성동구
2003,서울숲리버그린동아아파트,52000,80,20240713,24.08~26.08,84.65,서울특별시 성동구 응봉동,1120010800,10,성동구
2019,이편한세상금호파크힐스,11356,43,20240701,,30.324,서울특별시 성동구 금호동1가,1120010900,13,성동구
2019,이편한세상금호파크힐스,95000,0,20240702,24.08~26.08,84.957,서울특별시 성동구 금호동1가,1120010900,13,성동구
2019,이편한세상금호파크힐스,30000,150,20240703,24.07~26.06,59.949,서울특별시 성동구 금호동1가,1120010900,1,성동구
2019,이편한세상금호파크힐스,67900,0,20240703,24.07~26.07,59.983,서울특별시 성동구 금호동1가,1120010900,8,성동구
2019,이편한세상금호파크힐스,40000,200,20240705,24.08~26.08,84.932,서울특별시 성동구 금호동1가,1120010900,9,성동구
2019,이편한세상금호파크힐스,95000,0,20240706,24.08~26.08,84.932,서울특별시 성동구 금호동1가,1120010900,19,성동구
2019,이편한세상금호파크힐스,95000,0,20240706,,84.932,서울특별시 성동구 금호동1가,1120010900,19,성동구
2019,이편한세상금호파크힐스,78000,0,20240706,24.09~26.09,59.983,서울특별시 성동구 금호동1가,1120010900,2,성동구
2001,벽산,56000,0,20240710,24.08~26.08,84.82,서울특별시 성동구 금호동1가,1120010900,10,성동구
2019,이편한세상금호파크힐스,95000,0,20240711,24.07~26.07,84.957,서울특별시 성동구 금호동1가,1120010900,8,성동구
2001,벽산,50000,0,20240713,24.08~26.08,59.9,서울특별시 성동구 금호동1가,1120010900,6,성동구
2001,벽산,61000,0,20240713,24.10~26.10,84.82,서울특별시 성동구 금호동1가,1120010900,17,성동구
2006,신금호두산위브,58500,0,20240713,24.07~26.07,84.32,서울특별시 성동구 금호동1가,1120010900,2,성동구
2001,금호삼성래미안,58000,0,20240715,24.09~26.09,59.95,서울특별시 성동구 금호동1가,1120010900,7,성동구
2019,이편한세상금호파크힐스,30000,114,20240715,24.08~26.08,59.949,서울특별시 성동구 금호동1가,1120010900,13,성동구
2006,신금호두산위브,67000,0,20240717,24.09~26.09,84.32,서울특별시 성동구 금호동1가,1120010900,5,성동구
2016,신금호파크자이,3000,320,20240701,24.09~26.09,59.98,서울특별시 성동구 금호동2가,1120011000,14,성동구
2012,래미안하이리버,67000,0,20240706,24.08~26.08,59.99,서울특별시 성동구 금호동2가,1120011000,3,성동구
2016,신금호파크자이,10000,260,20240706,24.07~26.07,59.98,서울특별시 성동구 금호동2가,1120011000,7,성동구
2012,래미안하이리버,90000,0,20240706,24.08~26.08,84.99,서울특별시 성동구 금호동2가,1120011000,11,성동구
2012,금호자이1차,78000,0,20240708,24.08~26.08,84.98,서울특별시 성동구 금호동2가,1120011000,2,성동구
2016,신금호파크자이,77000,0,20240711,24.09~26.09,59.98,서울특별시 성동구 금호동2가,1120011000,11,성동구
2012,금호자이1차,74000,0,20240712,24.09~26.09,84.98,서울특별시 성동구 금호동2가,1120011000,11,성동구
2016,신금호파크자이,80050,0,20240715,24.08~26.08,84.98,서울특별시 성동구 금호동2가,1120011000,4,성동구
2012,래미안하이리버,10000,250,20240715,24.09~26.09,59.99,서울특별시 성동구 금호동2가,1120011000,5,성동구
2012,래미안하이리버,90000,0,20240716,24.07~27.03,84.98,서울특별시 성동구 금호동2가,1120011000,18,성동구
2012,하이리버,6689,0,20240717,24.08~26.07,37.94,서울특별시 성동구 금호동2가,1120011000,4,성동구
2005,금호한신,10000,160,20240702,24.07~26.07,59.99,서울특별시 성동구 금호동3가,1120011100,13,성동구
1994,두산,57000,0,20240703,24.09~26.09,79.08,서울특별시 성동구 금호동3가,1120011100,15,성동구
2005,금호1차푸르지오,63000,0,20240704,24.07~26.07,59.97,서울특별시 성동구 금호동3가,1120011100,12,성동구
1994,두산,45050,0,20240706,24.07~26.07,59.97,서울특별시 성동구 금호동3가,1120011100,13,성동구
1994,두산,56000,0,20240708,24.10~26.10,84.99,서울특별시 성동구 금호동3가,1120011100,12,성동구
1994,두산,30000,80,20240710,,59.97,서울특별시 성동구 금호동3가,1120011100,1,성동구
1994,두산,63000,0,20240712,24.07~26.07,116.81,서울특별시 성동구 금호동3가,1120011100,8,성동구
2005,금호1차푸르지오,60000,0,20240712,24.08~25.12,59.97,서울특별시 성동구 금호동3가,1120011100,13,성동구
2012,금호자이2차,72000,0,20240713,24.10~26.10,115.9341,서울특별시 성동구 금호동3가,1120011100,1,성동구
1994,두산,55000,0,20240715,24.10~26.10,84.99,서울특별시 성동구 금호동3가,1120011100,13,성동구
2012,서울숲2차푸르지오,5000,270,20240701,24.06~26.06,59.907,서울특별시 성동구 금호동4가,1120011200,10,성동구
2001,대우,8800,152,20240701,24.06~25.05,84.71,서울특별시 성동구 금호동4가,1120011200,14,성동구
2007,서울숲푸르지오,58500,19,20240701,24.08~26.08,59.99,서울특별시 성동구 금호동4가,1120011200,1,성동구
2018,힐스테이트서울숲리버,80000,0,20240701,24.07~26.07,64.95,서울특별시 성동구 금호동4가,1120011200,12,성동구
2007,서울숲푸르지오,70000,0,20240703,24.07~25.02,59.99,서울특별시 성동구 금호동4가,1120011200,9,성동구
2001,대우,63000,0,20240706,24.09~26.09,59.97,서울특별시 성동구 금호동4가,1120011200,14,성동구
2001,대우,56000,0,20240708,24.07~25.07,59.97,서울특별시 성동구 금호동4가,1120011200,20,성동구
2007,서울숲푸르지오,20000,220,20240709,24.09~26.09,59.9,서울특별시 성동구 금호동4가,1120011200,2,성동구
2007,서울숲푸르지오,65990,0,20240709,24.08~25.08,59.99,서울특별시 성동구 금호동4가,1120011200,6,성동구
2012,서울숲2차푸르지오,60000,130,20240712,23.08~25.08,84.898,서울특별시 성동구 금호동4가,1120011200,15,성동구
1999,옥수삼성,75000,0,20240701,,84.822,서울특별시 성동구 옥수동,1120011300,17,성동구
1982,한남하이츠,39000,0,20240701,24.07~26.07,89.19,서울특별시 성동구 옥수동,1120011300,13,성동구
2012,래미안 옥수 리버젠,25000,220,20240703,24.07~25.07,59.98,서울특별시 성동구 옥수동,1120011300,4,성동구
1986,극동,10000,300,20240704,24.08~26.08,148.23,서울특별시 성동구 옥수동,1120011300,10,성동구
1997,"극동그린(임대,103동)",1988,5,20240704,,27,서울특별시 성동구 옥수동,1120011300,4,성동구
2011,옥수어울림,88000,0,20240705,24.08~26.08,84.699,서울특별시 성동구 옥수동,1120011300,14,성동구
2012,래미안 옥수 리버젠,5000,270,20240706,24.07~25.07,59.25,서울특별시 성동구 옥수동,1120011300,8,성동구
1999,옥수삼성,60000,0,20240706,,59.7,서울특별시 성동구 옥수동,1120011300,17,성동구
2012,래미안 옥수 리버젠,10000,365,20240708,24.09~25.09,84.81,서울특별시 성동구 옥수동,1120011300,5,성동구
1986,극동,60000,0,20240709,24.09~26.09,84.74,서울특별시 성동구 옥수동,1120011300,1,성동구
2016,옥수파크힐스101동~116동,80000,80,20240709,24.08~26.08,84.51,서울특별시 성동구 옥수동,1120011300,11,성동구
1997,극동그린,83000,0,20240709,24.10~26.10,114.32,서울특별시 성동구 옥수동,1120011300,19,성동구
1997,극동그린,82000,0,20240710,24.09~26.09,114.32,서울특별시 성동구 옥수동,1120011300,14,성동구
1986,극동,50000,0,20240710,24.08~24.09,84.74,서울특별시 성동구 옥수동,1120011300,1,성동구
2016,옥수파크힐스101동~116동,90000,0,20240710,24.08~26.08,59.78,서울특별시 성동구 옥수동,1120011300,15,성동구
1997,극동그린,82000,0,20240710,24.09~26.09,114.32,서울특별시 성동구 옥수동,1120011300,14,성동구
2004,풍림아이원,20000,260,20240711,24.08~26.08,84.767,서울특별시 성동구 옥수동,1120011300,13,성동구
2016,옥수파크힐스101동~116동,70000,170,20240711,24.10~26.10,84.64,서울특별시 성동구 옥수동,1120011300,3,성동구
2004,풍림아이원,20000,260,20240711,24.08~26.08,84.767,서울특별시 성동구 옥수동,1120011300,13,성동구
2016,옥수파크힐스101동~116동,100000,0,20240712,24.07~26.07,84.64,서울특별시 성동구 옥수동,1120011300,13,성동구
1998,옥수하이츠,85000,0,20240712,24.10~26.10,84.86,서울특별시 성동구 옥수동,1120011300,8,성동구
1986,극동,37040,0,20240713,24.08~25.08,57.78,서울특별시 성동구 옥수동,1120011300,14,성동구
2016,옥수파크힐스101동~116동,30000,330,20240713,24.08~26.08,84.3,서울특별시 성동구 옥수동,1120011300,6,성동구
1997,"극동그린(임대,103동)",2326,9,20240715,,27,서울특별시 성동구 옥수동,1120011300,4,성동구
2012,래미안 옥수 리버젠,80000,0,20240716,24.08~26.08,59.25,서울특별시 성동구 옥수동,1120011300,10,성동구
1997,쌍용,53000,40,20240701,24.07~26.07,84.78,서울특별시 성동구 성수동1가,1120011400,22,성동구
2017,트리마제,50000,1500,20240703,24.08~26.08,152.1556,서울특별시 성동구 성수동1가,1120011400,7,성동구
1999,동아그린,60000,0,20240704,24.07~26.07,84.91,서울특별시 성동구 성수동1가,1120011400,2,성동구
1997,쌍용,46300,0,20240704,24.08~26.08,59.76,서울특별시 성동구 성수동1가,1120011400,18,성동구
1997,쌍용,60500,0,20240705,,59.76,서울특별시 성동구 성수동1가,1120011400,23,성동구
1983,동아,25000,30,20240706,24.08~26.08,52.5,서울특별시 성동구 성수동1가,1120011400,7,성동구
1999,대우2,75000,0,20240706,24.09~26.09,84.97,서울특별시 성동구 성수동1가,1120011400,10,성동구
1983,동아,25000,55,20240708,,52.68,서울특별시 성동구 성수동1가,1120011400,8,성동구
1983,동아,35000,0,20240709,24.09~26.09,97.02,서울특별시 성동구 성수동1가,1120011400,10,성동구
2002,강변건영아파트,64200,60,20240709,24.08~26.07,84.952,서울특별시 성동구 성수동1가,1120011400,5,성동구
2003,금호,10000,260,20240717,24.08~26.08,84.98,서울특별시 성동구 성수동1가,1120011400,16,성동구
1999,성수우방2차아파트,25000,80,20240701,24.08~26.08,59.82,서울특별시 성동구 성수동2가,1120011500,10,성동구
2003,롯데캐슬파크,80000,0,20240701,24.07~26.07,81.567,서울특별시 성동구 성수동2가,1120011500,9,성동구
1994,청구강변1,45000,0,20240702,24.07~26.07,59.94,서울특별시 성동구 성수동2가,1120011500,5,성동구
2003,현대I-PARK,78000,0,20240704,24.08~26.08,84.98,서울특별시 성동구 성수동2가,1120011500,2,성동구
2003,롯데캐슬파크,82000,0,20240705,24.07~26.07,101.995,서울특별시 성동구 성수동2가,1120011500,18,성동구
2001,신성미소지움,59000,0,20240706,,84.01,서울특별시 성동구 성수동2가,1120011500,2,성동구
